leading_edge_gene	n_pathways	pathways
CXCL8	8	HALLMARK_INFLAMMATORY_RESPONSE,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,WP_VEGFAVEGFR2_SIGNALING_PATHWAY,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,KEGG_CHEMOKINE_SIGNALING_PATHWAY,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,WP_IL18_SIGNALING_PATHWAY
EIF4E	8	HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_MYC_TARGETS_V1,HALLMARK_PI3K_AKT_MTOR_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,WP_VEGFAVEGFR2_SIGNALING_PATHWAY,REACTOME_METABOLISM_OF_RNA,WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,WP_STRUCTURAL_PATHWAY_OF_INTERLEUKIN_1_IL1
HBEGF	8	HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_INFLAMMATORY_RESPONSE,REACTOME_INFECTIOUS_DISEASE,WP_VEGFAVEGFR2_SIGNALING_PATHWAY,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION
IL18	8	HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_ALLOGRAFT_REJECTION,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INFECTIOUS_DISEASE,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,REACTOME_PROGRAMMED_CELL_DEATH,WP_IL18_SIGNALING_PATHWAY
JAK2	8	HALLMARK_ALLOGRAFT_REJECTION,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INFECTIOUS_DISEASE,REACTOME_HEMOSTASIS,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,KEGG_CHEMOKINE_SIGNALING_PATHWAY,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS
MAP2K2	8	REACTOME_INFECTIOUS_DISEASE,WP_VEGFAVEGFR2_SIGNALING_PATHWAY,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,WP_STRUCTURAL_PATHWAY_OF_INTERLEUKIN_1_IL1,PID_CD8_TCR_DOWNSTREAM_PATHWAY
MAP3K14	8	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,BIOCARTA_NFKB_PATHWAY,WP_TNF_RELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY,WP_STRUCTURAL_PATHWAY_OF_INTERLEUKIN_1_IL1,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,PID_AVB3_OPN_PATHWAY
MAP3K8	8	HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,PID_NFAT_3PATHWAY,WP_STRUCTURAL_PATHWAY_OF_INTERLEUKIN_1_IL1
NDUFA3	8	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
NDUFA6	8	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
NDUFA8	8	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
NDUFB1	8	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
NDUFB2	8	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
NDUFB5	8	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
NDUFS1	8	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
NDUFS2	8	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
NDUFS4	8	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
NDUFV1	8	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
NDUFV2	8	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
NFKBIB	8	HALLMARK_MTORC1_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,KEGG_CHEMOKINE_SIGNALING_PATHWAY,WP_TNF_RELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY,WP_STRUCTURAL_PATHWAY_OF_INTERLEUKIN_1_IL1
PPP2R5A	8	REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,REACTOME_HEMOSTASIS,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT
RIPK2	8	HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_ALLOGRAFT_REJECTION,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,PID_P75_NTR_PATHWAY
SDHD	8	HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_FATTY_ACID_METABOLISM,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
TNFRSF1B	8	HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,SA_MMP_CYTOKINE_CONNECTION,BIOCARTA_NFKB_PATHWAY
VAV3	8	HALLMARK_PI3K_AKT_MTOR_SIGNALING,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_INFECTIOUS_DISEASE,REACTOME_HEMOSTASIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,KEGG_CHEMOKINE_SIGNALING_PATHWAY,PID_AVB3_OPN_PATHWAY
VCP	8	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_INFECTIOUS_DISEASE,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,REACTOME_SIGNALING_BY_HEDGEHOG,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,REACTOME_ABC_TRANSPORTER_DISORDERS,REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT
ATP5F1A	7	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
ATP5F1B	7	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
ATP5MC1	7	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
ATP5MC2	7	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
ATP5PB	7	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
ATP5PD	7	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
ATP5PF	7	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
BAD	7	REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_PROGRAMMED_CELL_DEATH,PID_NFAT_3PATHWAY,WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,WP_IL18_SIGNALING_PATHWAY,PID_P75_NTR_PATHWAY
COX6B1	7	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
ELOC	7	REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INFECTIOUS_DISEASE,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,WP_VEGFAVEGFR2_SIGNALING_PATHWAY,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS
GRB2	7	HALLMARK_PI3K_AKT_MTOR_SIGNALING,REACTOME_INFECTIOUS_DISEASE,WP_VEGFAVEGFR2_SIGNALING_PATHWAY,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,PID_TGFBR_PATHWAY
IL1R1	7	HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_IL6_JAK_STAT3_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INFECTIOUS_DISEASE,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,BIOCARTA_NFKB_PATHWAY,WP_STRUCTURAL_PATHWAY_OF_INTERLEUKIN_1_IL1
IL2RB	7	HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_IL2_STAT5_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,PID_CD8_TCR_DOWNSTREAM_PATHWAY
IRF1	7	HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_IL6_JAK_STAT3_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_HEMOSTASIS,REACTOME_PROGRAMMED_CELL_DEATH,WP_IL18_SIGNALING_PATHWAY
MAPKAPK2	7	HALLMARK_IL2_STAT5_SIGNALING,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,WP_VEGFAVEGFR2_SIGNALING_PATHWAY,REACTOME_METABOLISM_OF_RNA,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,WP_STRUCTURAL_PATHWAY_OF_INTERLEUKIN_1_IL1
NCF1	7	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,WP_VEGFAVEGFR2_SIGNALING_PATHWAY,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,KEGG_CHEMOKINE_SIGNALING_PATHWAY,WP_IL18_SIGNALING_PATHWAY
NCK1	7	HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_PI3K_AKT_MTOR_SIGNALING,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_INFECTIOUS_DISEASE,WP_VEGFAVEGFR2_SIGNALING_PATHWAY,WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY
NDUFA1	7	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
NDUFA10	7	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
NDUFA9	7	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
NDUFB3	7	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
NDUFS5	7	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
NDUFS7	7	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,WP_OXIDATIVE_PHOSPHORYLATION,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
NFATC1	7	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,WP_VEGFAVEGFR2_SIGNALING_PATHWAY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,PID_NFAT_3PATHWAY,REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,PID_CD8_TCR_DOWNSTREAM_PATHWAY
PTPN6	7	HALLMARK_ALLOGRAFT_REJECTION,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,WP_VEGFAVEGFR2_SIGNALING_PATHWAY,REACTOME_HEMOSTASIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY
RAC2	7	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_HEMOSTASIS,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,KEGG_CHEMOKINE_SIGNALING_PATHWAY,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS
SDHB	7	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PARKINSONS_DISEASE,KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_HUNTINGTONS_DISEASE,KEGG_OXIDATIVE_PHOSPHORYLATION
SEC13	7	REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INFECTIOUS_DISEASE,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,REACTOME_METABOLISM_OF_RNA,REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
SUCLG1	7	HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_ADIPOGENESIS,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_PROPANOATE_METABOLISM,WP_AMINO_ACID_METABOLISM
