pathway	n_measured_genes	enriched_class	perc_signif_padj_0.05	ES_median	pval_median	padj_median	n_leading_edge_genes	leading_edge_genes
REACTOME_METABOLISM_OF_POLYAMINES	58	Cases	100	0.655348189744924	2.86173623108799e-07	5.40175874009291e-05	33	AMD1,AZIN1,AZIN2,OAZ1,OAZ3,ODC1,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,SMOX,SRM
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	71	Cases	100	0.622325765409595	3.02300088529446e-07	5.55915045340152e-05	32	FKBPL,MAPRE1,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,TUBA4A,TUBA8,TUBB1,TUBB2A,TUBB4A,TUBB4B,UBA52
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	96	Cases	100	0.571100605103336	4.8181062024905e-07	7.89041969154492e-05	37	CBFB,CCN2,HES1,ITGAL,KRAS,LEF1,MYC,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RORC,SMURF1,SNW1,TCF7,TEAD3,TEAD4,UBA52
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX	84	Cases	100	0.590155352690653	5.18113736558919e-07	8.41957229465075e-05	37	AXIN1,AXIN2,LEF1,MYC,PPP2CA,PPP2CB,PPP2R5A,PPP2R5B,PPP2R5D,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RBX1,TCF7,TLE3,TLE5,UBA52
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1273	Cases	100	0.32119443408802	7.76809857901939e-07	0.000114831165211982	275	ABRAXAS1,ACTR1A,ADAMTS15,ADAMTS16,ADAMTS18,ADAMTS19,ADAMTS4,ADAMTS8,ADAMTSL2,ADAMTSL5,ADRM1,AGBL5,ALG14,ALG2,ALG3,ALG9,ALPL,AMFR,ANKRD28,ARF1,ARF5,ARFGAP2,ARFGAP3,ASB13,ASB2,ASB5,ASB6,AXIN1,AXIN2,B3GNT5,B4GALT2,B4GALT3,B4GALT4,B4GALT5,B4GALT6,B4GAT1,BARD1,BECN1,CALU,CAMKMT,CBX4,CDH2,CFP,CHST10,CKAP4,COMMD5,COPE,COPG2,COPS3,COPS4,COPS6,COPZ2,CSF1,CYLD,DAG1,DAXX,DCAF4,DCTN6,DCUN1D3,DDA1,DDOST,DDX5,DNAJC3,DOLK,DPH2,DPH3,DYNC1LI1,EEF2KMT,EIF5A,ELOB,ELOC,F10,FBXL15,FBXL5,FBXO10,FBXO2,FBXO21,FBXO9,FBXW4,FBXW5,FBXW7,FCGR3B,FOXO4,FSTL3,FURIN,GALNT10,GALNT16,GCNT4,GPS1,H2AC19,H2BC11,H2BC4,HGS,HIC1,HLA-A,ICMT,IDE,IKBKG,JOSD1,JOSD2,KBTBD6,KCTD6,KEAP1,KLHL41,LARGE1,LRRC41,LYPD1,MAN1A2,MAP3K7,MCRS1,MFGE8,MYC,NANP,NAPA,NLRP3,NOD2,NOTUM,NPM1,NR1H2,NSMCE3,NTNG2,NUP153,NUP188,NUP62,NUP85,NUP88,NUP93,OTUB1,OTUD5,OTUD7A,OTUD7B,PAF1,PEX10,PEX5,PHC2,PIGB,PIGQ,PIGT,PIGW,POMGNT1,POMT2,PPP6C,PRMT3,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,QSOX1,RAB15,RAB17,RAB1B,RAB21,RAB23,RAB27B,RAB35,RAB40B,RAB43,RAB44,RAB4A,RAB4B,RAB5A,RAB5C,RABGGTB,RAD23A,RANBP2,RANGAP1,RARA,RBX1,RELA,RHOA,RING1,RIPK2,RNF139,RNF146,RNF181,RPN1,RPN2,RXRA,SAE1,SCMH1,SEC13,SEC24A,SEC24C,SEL1L,SELENOS,SENP1,SENP2,SERPINA1,SIAH2,SLC17A5,SMAD1,SMAD7,SMC5,SOCS6,SPON2,SPSB2,SPSB4,ST3GAL2,ST3GAL6,STAM,STC2,STX5,SUDS3,SUMO3,TADA3,TAF10,TAF9B,TBC1D20,TECTA,TFPT,TMED7,TMED9,TNFAIP3,TNIP2,TPGS1,TRAF3,TRAPPC1,TRAPPC10,TRAPPC6A,TTLL11,TTLL4,TUBA4A,TUBA8,TUBB1,TUBB2A,TUBB4A,TUBB4B,UBA2,UBA52,UBE2A,UBE2D2,UBE2F,UBE2J2,UBE2M,UBE2N,UBE2S,UBXN1,UFD1,UGGT1,USO1,USP11,USP12,USP2,USP22,USP28,USP3,USP47,USP5,USP7,VCP,VDR,VNN2,VNN3,YKT6,YOD1,ZBED1
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING	59	Cases	100	0.635481364040638	1.27245469859814e-06	0.000167731686240159	31	CHUK,MAP3K14,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RELA,RELB,UBA52,UBE2M
WP_VEGFAVEGFR2_SIGNALING_PATHWAY	423	Cases	100	0.390337646303276	1.54846971846972e-06	0.000192947352123136	138	ABCF2,ACACA,ACP1,ADAMTS1,ADAMTS9,AKT1S1,ALB,ARF4,ARF6,ARNT,ARPC5L,ARRB2,ATF4,ATF6,ATP6V0D1,ATP6V1E1,BCAR1,BCL2L1,BIN1,C15orf39,CALU,CCDC124,CCL2,CCN1,CCN2,CCT7,CDC42,CHAC1,CXCL8,CYP2C8,DHX36,DKK1,DLL4,DNAJA1,DNAJB4,DNAJB9,EIF2A,EIF3D,EIF3F,EIF4E,EIF4G1,ELOC,ENG,FADD,FHL2,FHOD1,FJX1,FLII,FOXO4,FXR2,GIPC1,GJA1,GRB2,HBD,HBEGF,HDAC5,HGS,HRAS,HSPA1A,HSPB1,IGFBP3,INPP5K,ITCH,ITGB1,KCNC3,KDR,LRRC59,MAP2K1,MAP2K2,MAP2K3,MAPK1,MAPKAP1,MAPKAPK2,MEF2C,MICAL2,MLST8,NAP1L1,NAPA,NCF1,NCK1,NCL,NEXN,NFATC1,NFKB1,NR4A1,NR4A3,OCRL,P4HB,PGF,PIK3R2,PLAU,PLAUR,PPM1G,PPP1CA,PPP2CA,PRKCB,PRKCD,PRKCZ,PRKRA,PSMD11,PSMD4,PTK2B,PTPN1,PTPN11,PTPN6,PTPRJ,QKI,RAB11A,RAB4A,RAB5A,RAC1,RAF1,RCAN1,RCAN2,RELA,RHOA,RHOC,RICTOR,RPL18A,RPS6KB1,SARS1,SDF2L1,SELE,SH2D2A,SHB,SHC2,SIAH2,SLC25A25,SLC7A1,SRF,STAM,STIP1,TBCA,TEAD4,TNFRSF10C,TPM3,TRAF3IP2,ZC3H15
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	129	Cases	100	0.515793583107132	1.76424106709234e-06	0.000212774493917678	55	AP1M1,AP1S2,ARF1,CD247,ELOB,ELOC,HCK,HLA-A,HMGA1,KPNA1,LCK,NPM1,NUP153,NUP188,NUP50,NUP62,NUP85,NUP88,NUP93,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RAC1,RAE1,RAN,RANBP2,RANGAP1,RBX1,RCC1,SEC13,UBA52
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	61	Cases	100	0.625968011899714	1.80384236702674e-06	0.000214676822190212	38	ADAM17,DERL2,ERLEC1,NOTUM,P4HB,PSMA1,PSMA2,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,SEL1L,SYVN1,UBA52,VCP
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	366	Cases	100	0.400750682937796	2.11274504784121e-06	0.000238247998990829	115	ANAPC13,ARIH2,ASB13,ASB2,ASB5,ASB6,BLMH,CCNF,CDC26,CDC27,CHUK,CUL7,ELOB,ELOC,ERAP2,FBXL15,FBXL5,FBXL8,FBXO10,FBXO2,FBXO21,FBXO9,FBXW4,FBXW5,FBXW7,FCGR1A,FCGR1B,HLA-A,HSPA5,IKBKG,ITCH,KBTBD6,KCTD6,KEAP1,KLHL41,LRRC41,MEX3C,MKRN1,MYD88,NCF1,NCF4,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RBCK1,RBX1,RNF114,RNF115,RNF126,RNF138,RNF19A,RNF19B,RNF25,RNF34,RNF4,RNF6,S100A8,S100A9,SEC13,SEC24A,SEC24C,SEC61A1,SEC61A2,SEC61B,SH3RF1,SIAH1,SIAH2,SMURF1,SPSB2,SPSB4,STUB1,STX4,THOP1,TLR2,TLR6,TRAF7,TRIM11,TRIM39,TRIM41,TRIM50,UBA52,UBE2A,UBE2D2,UBE2E2,UBE2F,UBE2J2,UBE2M,UBE2N,UBE2Q2,UBE2S,UBOX5,ZNRF2
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	89	Cases	100	0.563716906642679	2.61749006841832e-06	0.000272373859629382	37	CHUK,LTB,MAP3K14,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RELB,TNFRSF12A,TNFRSF13C,TNFRSF1A,TNFRSF1B,TNFSF14,TNFSF9,TRAF3,UBA52,UBE2M
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	101	Cases	100	0.544226180565726	2.94023505280526e-06	0.000294008918844624	51	CHUK,FCGR1A,FCGR1B,HLA-A,IKBKB,IKBKG,ITGAV,ITGB5,MYD88,NCF1,NCF4,PSMA1,PSMA2,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,S100A8,S100A9,SEC61A1,SEC61A2,SEC61B,STX4,TAP1,TLR2,TLR6,UBA52,VAMP3
REACTOME_DEGRADATION_OF_AXIN	54	Cases	100	0.638468175763081	3.05822853774772e-06	0.000300501423611281	27	AXIN1,AXIN2,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RNF146,UBA52
REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY	64	Cases	100	0.611007877898701	3.1148154746684e-06	0.000302039377479793	36	BACH1,CSNK2B,HM13,KEAP1,MAFK,NFE2L2,PRKCD,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RBX1,UBA52
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY	55	Cases	100	0.634343800331887	3.37698947526673e-06	0.000320676367733737	31	CBFB,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RUNX3,SMURF1,UBA52
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	184	Cases	100	0.465696856889327	3.53370368676959e-06	0.000330603102333522	70	ADRM1,ARRB2,AXIN1,AXIN2,BECN1,CYLD,FKBP8,FOXO4,H2AC19,H2BC11,H2BC4,HGS,IDE,IKBKG,KEAP1,MAP3K7,MYC,OTUB1,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RNF128,RNF146,SIAH2,SMAD1,SMAD7,SUDS3,TADA3,TAF10,TAF9B,TP53,UBA52,UFD1,USP11,USP12,USP16,USP18,USP2,USP22,USP28,USP3,USP42,USP47,USP5,USP7,WDR20
KEGG_PROTEASOME	42	Cases	100	0.674605783595168	4.59207718322241e-06	0.000395144037353015	24	PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSME3
REACTOME_SIGNALING_BY_NOTCH4	82	Cases	100	0.56893698617832	4.64218318558002e-06	0.000398791657482162	38	APH1A,DLL4,FBXW7,HES1,HES5,HEY1,HEY2,PSEN2,PSENEN,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RBX1,SNW1,UBA52,YWHAZ
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	54	Cases	100	0.629677486041211	5.91049580043052e-06	0.00047292304348077	31	EIF4G1,HSPA1A,HSPB1,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,UBA52
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	48	Cases	100	0.648641382687688	6.10559479220744e-06	0.000485752548862299	29	FCGR1A,FCGR1B,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY	71	Cases	100	0.584281174071367	7.39798004857313e-06	0.000565604499943994	34	CBFB,DLX5,FBXW7,MSX2,PPARGC1B,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RBX1,SMURF1,STUB1,UBA52
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	102	Cases	100	0.530026642249823	8.69426848121799e-06	0.000650511960030645	42	CD22,CD247,CD300A,CD300C,CD300E,CD300LB,CD300LF,CD3D,CD8A,CD96,FCGR1A,FCGR3A,HLA-A,ITGAL,ITGB1,ITGB2,ITGB7,JAML,KLRB1,KLRC1,KLRD1,KLRF1,KLRK1,LILRA1,LILRA5,LILRB2,LILRB3,MICB,NECTIN2,OSCAR,PVR,SELL,SFTPD,SH2D1A,SH2D1B,SIGLEC10,SIGLEC6,SIGLEC9,SLAMF7,TREM1,TREML1,TREML2
REACTOME_DEUBIQUITINATION	259	Cases	100	0.42082067493145	9.12100680840045e-06	0.000675932349274585	76	ABRAXAS1,ADRM1,AXIN1,AXIN2,BARD1,BECN1,CYLD,FOXO4,H2AC19,H2BC11,HGS,IDE,IKBKG,JOSD1,JOSD2,MAP3K7,MCRS1,MYC,NLRP3,NOD2,OTUB1,OTUD5,OTUD7A,OTUD7B,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RAD23A,RHOA,RIPK2,RNF146,SIAH2,SMAD1,SMAD7,STAM,SUDS3,TADA3,TAF10,TAF9B,TFPT,TNFAIP3,TNIP2,TRAF3,UBA52,UFD1,USP11,USP12,USP2,USP22,USP28,USP3,USP47,USP5,USP7,VCP,YOD1
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	80	Cases	100	0.56205548546276	1.02130296048321e-05	0.000738551091207756	40	CHUK,HRAS,IKBKG,KRAS,MAP3K7,NFATC1,NFKB1,NFKBIB,NFKBIE,PPP3CB,PRKCB,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RELA,UBA52
REACTOME_DEGRADATION_OF_DVL	56	Cases	100	0.608507553585746	1.79651943658496e-05	0.00118575872174684	29	PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RBX1,UBA52
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS	59	Cases	100	0.599095959475292	1.96743862748868e-05	0.00126196516807358	27	ERLEC1,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,SEL1L,UBA52,VCP
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III	25	Cases	100	0.739385591543354	2.25725742967642e-05	0.00141409823291772	12	CC2D1B,CHMP2A,CHMP2B,CHMP4B,CHMP6,TUBA4A,TUBA8,TUBB1,TUBB2A,TUBB4A,TUBB4B,VPS4A
REACTOME_REGULATION_OF_RAS_BY_GAPS	66	Cases	100	0.579284502740939	2.28569661768734e-05	0.00141470647256195	34	DAB2IP,HRAS,KRAS,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RBX1,SPRED2,SPRED3,UBA52
REACTOME_HEMOSTASIS	517	Cases	100	0.356714700715632	2.36079142701248e-05	0.00145223885430022	131	ABHD12,ADRA2C,ATP1B1,ATP2B1,BCAR1,CABLES1,CABLES2,CALU,CD244,CD48,CD63,CD99L2,CDC37L1,CDC42,CDK5,CEACAM3,CTSW,DGKD,DGKG,DOCK5,EHD1,F10,F2R,F2RL2,FERMT3,FGR,GNA11,GNA13,GNA14,GNB2,GNG12,GNG5,HABP4,HBB,HBD,HBG2,HMG20B,HRAS,HSPA5,IGF2,IRF1,IRF2,ITGA2B,ITGAL,ITGAX,ITGB1,ITPK1,JAK2,JAML,KIF21A,KIF21B,KIF27,KIF4B,KIF5B,KLC2,KRAS,LCK,LEFTY2,LHFPL2,LRP8,LYN,MAFF,MAFG,MAFK,MANF,MAPK1,MPIG6B,NFE2,OLA1,ORAI2,P2RX5,PDE10A,PDGFA,PDPN,PF4,PICK1,PIK3R2,PIK3R6,PLAUR,PPBP,PPP2CA,PPP2CB,PPP2R5A,PPP2R5B,PPP2R5D,PRKAR1B,PRKCB,PRKCD,PRKCZ,PTGIR,PTPN1,PTPN11,PTPN6,QSOX1,RAB27B,RAB5A,RAC1,RAC2,RAF1,RCOR1,RHOA,RHOG,SDC4,SELE,SELL,SERPINA1,SIRPA,SLC3A2,SLC7A11,SLC7A5,SLC8A3,SOD1,SPN,SRGN,STXBP2,TGFB2,TGFB3,THBD,TNFRSF10B,TREM1,TSPAN7,TUBA4A,TUBA8,TUBB1,TUBB2A,TUBB4A,TUBB4B,VAV3,WDR1,YWHAZ,ZFPM1
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING	54	Cases	100	0.607427780125409	2.80191669286945e-05	0.00166571929946748	31	FBXW7,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RBX1,UBA52,YWHAZ
REACTOME_METABOLISM_OF_RNA	657	Cases	100	0.339332814374524	3.1766456403599e-05	0.00182590595715506	224	ADAT1,ALYREF,ANP32A,APOBEC3A,BOP1,BUD23,BUD31,BYSL,CD2BP2,CDC5L,CDK7,CLNS1A,CNOT11,CNOT6L,CNOT9,CPSF4,CSNK1D,CTNNBL1,CWC22,CWC25,DCP1A,DCPS,DDX20,DDX21,DDX23,DDX42,DDX49,DDX5,DHX16,DHX37,DHX38,DKC1,DNAJC8,EBNA1BP2,EDC3,EDC4,EFTUD2,EIF4A1,EIF4A2,EIF4E,EIF4G1,ELAC2,ELAVL1,ERCC2,ETF1,EXOSC1,EXOSC4,EXOSC9,FAU,FIP1L1,FTSJ1,FYTTD1,GAR1,GCFC2,GNL3,GPKOW,GSPT2,HNRNPA0,HNRNPA1,HNRNPF,HNRNPH2,HSPA1A,HSPB1,IGF2BP3,IMP4,ISG20L2,ISY1,LAGE3,LCMT2,LSM10,LSM2,LTV1,MAGOH,MAPKAPK2,NCL,NHP2,NIP7,NOC4L,NOL6,NOP14,NOP2,NOP56,NT5C3B,NUP153,NUP188,NUP50,NUP62,NUP85,NUP88,NUP93,NXT1,PARN,PES1,PHF5A,PNO1,PNRC2,POLR2B,POLR2C,POLR2I,POLR2L,POP4,POP7,PPP2CA,PQBP1,PRCC,PRKCD,PRPF19,PRPF6,PSMA1,PSMA2,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,PUF60,PUS3,PUS7,PWP2,RAE1,RAN,RANBP2,RBM22,RBM8A,RIOK3,RNPS1,RPL13,RPL18A,RPL19,RPL26L1,RPL28,RPL36AL,RPL41,RPLP0,RPLP1,RPP25,RPP38,RPS10,RPS15,RPS16,RPS19,RPS23,RPS26,RPS9,RPSA,RRP1,RRP36,RRP9,RTCB,SARNP,SART1,SEC13,SENP3,SET,SF3B2,SF3B4,SLBP,SLU7,SMN1,SMNDC1,SNRNP27,SNRPA,SNRPA1,SNRPB,SNRPB2,SNRPC,SNRPD1,SNRPD2,SNU13,SNW1,SRSF10,SUGP1,SYF2,TBL3,TEX10,THG1L,THOC6,TP53RK,TRMT112,TRMT12,TRMT6,TRMT61A,TRMU,TSR1,TSR3,TXNL4A,TYW1,U2AF2,UBA52,USP39,UTP11,UTP15,UTP3,WBP11,WBP4,WDR43,WDR46,WTAP,YBX1,YWHAZ,ZMAT5,ZRSR2
REACTOME_CLEC7A_DECTIN_1_SIGNALING	97	Cases	100	0.51919741718973	3.35308264100547e-05	0.00189280317567417	37	CLEC7A,IKBKG,IL1B,MAP3K14,MAP3K7,NFATC1,NFKB1,PRKCD,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RELA,RELB,UBA52,UBE2D2,UBE2M,UBE2N
